Flavour, Time since last tick, Framerate, Boids on screen
CPUseq, 156398, 64.8647246168116, 2268
CPUseq, 179444, 56.4391416735334, 2271
CPUseq, 150992, 67.2286985868528, 2273
CPUseq, 154074, 65.8744170114094, 2275
CPUseq, 153713, 66.101280381801, 2277
CPUseq, 149412, 67.9689517828256, 2278
CPUseq, 147811, 69.1730363504306, 2280
CPUseq, 164996, 61.753935269525, 2282
CPUseq, 158034, 64.1848523748395, 2284
CPUseq, 151757, 68.001305625068, 2286
CPUseq, 166100, 61.0258444451225, 2288
CPUseq, 155421, 65.2856573939271, 2289
CPUseq, 154718, 65.5922653600688, 2291
CPUseq, 176782, 57.4019861087194, 2293
CPUseq, 151387, 67.0591864379501, 2295
CPUseq, 158829, 63.886741584519, 2296
CPUseq, 162439, 62.4875024995001, 2298
CPUseq, 155823, 65.1520975717813, 2300
CPUseq, 156630, 65.1092533270828, 2301
CPUseq, 160477, 63.4207906035757, 2303
CPUseq, 150546, 67.4599962222402, 2305
CPUseq, 148928, 68.183987672335, 2306
CPUseq, 157136, 64.8630416874769, 2307
CPUseq, 156124, 65.025424941152, 2309
CPUseq, 179850, 56.3243833888128, 2310
CPUseq, 170611, 59.3894761848201, 2311
CPUseq, 155596, 65.2047755977648, 2313
CPUseq, 214128, 47.2304088264188, 2316
CPUseq, 163510, 62.076329054205, 2317
CPUseq, 152982, 66.361404207313, 2318
CPUseq, 156354, 64.8929266709929, 2320
CPUseq, 171808, 59.0008791130988, 2322
CPUseq, 149188, 68.0623996079606, 2324
CPUseq, 158178, 64.4574935059075, 2326
CPUseq, 159404, 63.6375206821942, 2328
CPUseq, 150684, 67.356849854846, 2330
CPUseq, 174740, 57.9824429162849, 2332
CPUseq, 150736, 67.3255594753992, 2333
CPUseq, 168303, 60.2289906223462, 2334
CPUseq, 174627, 58.4060975965891, 2335
CPUseq, 152613, 66.7062457057854, 2337
CPUseq, 154265, 66.8668213519134, 2339
CPUseq, 153700, 66.7793010878348, 2341
CPUseq, 172708, 58.9622641509434, 2343
CPUseq, 183994, 55.0260823630401, 2345
CPUseq, 157117, 64.5656988268413, 2346
CPUseq, 197746, 50.9634642924487, 2346
CPUseq, 151318, 66.7498815189603, 2346
CPUseq, 179989, 56.1611600649223, 2346
CPUseq, 164589, 61.3199737550512, 2346
CPUseq, 161399, 62.5426071511217, 2346
CPUseq, 186418, 54.5699614190373, 2346
CPUseq, 153933, 65.6792880365177, 2346
CPUseq, 164709, 62.4855502165124, 2346
CPUseq, 171682, 58.9640024764881, 2346
CPUseq, 151108, 67.0070625443922, 2346
CPUseq, 151739, 66.5783394030586, 2346
CPUseq, 168659, 59.9603062772445, 2346
CPUseq, 149780, 67.4372496392107, 2346
CPUseq, 183389, 55.1034015329766, 2346
CPUseq, 169055, 59.8719936775175, 2346
CPUseq, 169940, 59.3866546309713, 2346
CPUseq, 157268, 64.1951532659284, 2346
CPUseq, 166230, 60.7961868631599, 2346
CPUseq, 159915, 63.1955459779195, 2346
CPUseq, 158152, 63.8541061382952, 2346
CPUseq, 156861, 64.3720187708807, 2346
CPUseq, 163960, 61.7078257864662, 2346
CPUseq, 180338, 55.9159024826661, 2346
CPUseq, 164834, 61.2812687673886, 2346
CPUseq, 164486, 61.3568452764433, 2346
CPUseq, 166749, 60.9128398175051, 2346
CPUseq, 156501, 64.5423623795478, 2346
